,sid,year,Cause Name,state,deaths
1023,row-imrh_4d4x_nc44,2016,Suicide,Ohio,1707
1024,row-54sh_deqz~i5cn,2016,Suicide,Oklahoma,822
1025,row-vsg8~ym2t_fy2x,2016,Suicide,Oregon,772
1026,row-22mv-r56t-3j3s,2016,Suicide,Pennsylvania,1970
1027,row-3bpe~92ve_hi5t,2016,Suicide,Rhode Island,126
1028,row-svv2_bt6p_ejgf,2016,Suicide,South Carolina,815
1029,row-8p9p_xhzg_ecrj,2016,Suicide,South Dakota,163
1030,row-3zfh.gki4~56gj,2016,Suicide,Tennessee,1111
1031,row-8a97-iah4-7sgw,2016,Suicide,Texas,3488
1032,row-zbtp-eekk-i2jd,2016,Suicide,United States,44965
1033,row-kgk9-jmgn_gtqh,2016,Suicide,Utah,620
1034,row-wg4s_mva9.hpar,2016,Suicide,Vermont,118
1035,row-3usv~n33c_vnhj,2016,Suicide,Virginia,1166
1036,row-hbze~ndcs_z4n6,2016,Suicide,Washington,1141
1037,row-vd8d-yity-fcqs,2016,Suicide,West Virginia,362
1038,row-p259.763k-2r4d,2016,Suicide,Wisconsin,866
1039,row-vhfu_kk3m-di9a,2016,Suicide,Wyoming,144
1040,row-v5uh.mpq2_6bux,2016,Cancer,Alabama,10419
1041,row-tnha_pukt.5bsn,2016,Cancer,Alaska,995
1042,row-ytsr~yvmw.j9ir,2016,Cancer,Arizona,11876
1043,row-c2u3-8gbu-ethz,2016,Cancer,Arkansas,6612
1044,row-c7hx.94j4-s23k,2016,Cancer,California,59515
1045,row-k95y-8wft~m23f,2016,Cancer,Colorado,7928
1046,row-g7dv~iuvy-ihkw,2016,Cancer,Connecticut,6696
1047,row-umq7~g9mh.5nh8,2016,Cancer,Delaware,2124
1048,row-6wsv_23em-s8bz,2016,Cancer,District of Columbia,1044
1049,row-qyhp_xpsv_aiji,2016,Cancer,Florida,44266
1050,row-sixg_hin6_rdb3,2016,Cancer,Georgia,17184
1051,row-gn5f.3heu_y59i,2016,Cancer,Hawaii,2401
1052,row-y6y4.6xgg_dpvq,2016,Cancer,Idaho,2884
1053,row-8tn6.c8qe.8tug,2016,Cancer,Illinois,24389
1054,row-f7fn-2cde.ne4v,2016,Cancer,Indiana,13424
1055,row-sudn.rt7z~ux4h,2016,Cancer,Iowa,6432
1056,row-atj7~geb7~2m5a,2016,Cancer,Kansas,5484
1057,row-62wx.vngt~epc3,2016,Cancer,Kentucky,10363
1058,row-uwge_hp8z~7pbj,2016,Cancer,Louisiana,9149
1059,row-bd9t_8qkh-q58n,2016,Cancer,Maine,3275
1060,row-jpxc-vf3u-hfqu,2016,Cancer,Maryland,10911
1061,row-8r3n~bpw6~np2b,2016,Cancer,Massachusetts,12717
1062,row-pxbk~ve6i-ejrf,2016,Cancer,Michigan,20870
1063,row-gahr-rqqy.v8qe,2016,Cancer,Minnesota,9857
1064,row-kwye.925f-3us2,2016,Cancer,Mississippi,6568
1065,row-66yn_kip5_gi3y,2016,Cancer,Missouri,12696
1066,row-erqi.86s8-3i8c,2016,Cancer,Montana,2031
1067,row-k4n6.bpi7_6tra,2016,Cancer,Nebraska,3477
1068,row-nv5p~ekp4.sg8q,2016,Cancer,Nevada,5214
1069,row-9wap-eeft~r57a,2016,Cancer,New Hampshire,2875
1070,row-rbha_y6ds_3m89,2016,Cancer,New Jersey,16377
1071,row-6ccc_4uig_f2gg,2016,Cancer,New Mexico,3560
1072,row-h7u8_8ie7-3tyq,2016,Cancer,New York,35368
1073,row-m6e9~ua87_9z3a,2016,Cancer,North Carolina,19523
1074,row-785z.b279~avjc,2016,Cancer,North Dakota,1253
1075,row-ym7c_zqbc_q653,2016,Cancer,Ohio,25509
1076,row-vv29_dk3j-n8c8,2016,Cancer,Oklahoma,8115
1077,row-gy7t_7itb_dnk5,2016,Cancer,Oregon,8078
1078,row-bb2u-dr44_bxbj,2016,Cancer,Pennsylvania,28492
1079,row-e3ws-9v33-m7ec,2016,Cancer,Rhode Island,2171
1080,row-tsc5_rrzc~9ssq,2016,Cancer,South Carolina,10356
1081,row-yh9v_es4q_nmtg,2016,Cancer,South Dakota,1694
1082,row-dv2h-982n-fggz,2016,Cancer,Tennessee,14450
1083,row-vq52-r8nu.e8ti,2016,Cancer,Texas,40195
1084,row-izd8-x7jm~yd3a,2016,Cancer,United States,598038
1085,row-8czy-g2iv-hhpe,2016,Cancer,Utah,3125
1086,row-c3jn_2bpm~3kh9,2016,Cancer,Vermont,1356
1087,row-8f6j_gibz_umf8,2016,Cancer,Virginia,15027
1088,row-8kiv_gm2i~i7uc,2016,Cancer,Washington,12594
1089,row-8uvk_jj7e~qy9v,2016,Cancer,West Virginia,4659
1090,row-428v.6vbm.cdrp,2016,Cancer,Wisconsin,11498
1091,row-n35c-pnbn.dwju,2016,Cancer,Wyoming,962
1092,row-4fu5_ig4d~umbz,2016,Kidney disease,Alabama,1012
1093,row-t36n-d6b2-j9te,2016,Kidney disease,Alaska,53
1094,row-fv8a_cs4t.49xn,2016,Kidney disease,Arizona,487
1095,row-q6jc_m9a5~5h8z,2016,Kidney disease,Arkansas,722
1096,row-uapg~nyiw_7g57,2016,Kidney disease,California,3640
1097,row-vnzi_7h7c-npmh,2016,Kidney disease,Colorado,491
1098,row-iqid_z4aw~wvp3,2016,Kidney disease,Connecticut,570
1099,row-x2v2-w9ag~4w89,2016,Kidney disease,Delaware,208
1100,row-ncd3-h8xm~ykes,2016,Kidney disease,District of Columbia,57
1101,row-tsya_uaiq.h3z4,2016,Kidney disease,Florida,3144
1102,row-ub58_an9q_c2s6,2016,Kidney disease,Georgia,1864
1103,row-xybs_n2mz_7hvk,2016,Kidney disease,Hawaii,215
1104,row-bk4x_gvk7.vkj8,2016,Kidney disease,Idaho,190
1105,row-psy5~huxk-yayq,2016,Kidney disease,Illinois,2518
1106,row-c55e~rwtr.mj4y,2016,Kidney disease,Indiana,1411
1107,row-5fym_95jg.v5yg,2016,Kidney disease,Iowa,352
1108,row-a9uj-4aw4-w8rw,2016,Kidney disease,Kansas,533
1109,row-d2n5~ut72.7gud,2016,Kidney disease,Kentucky,1034
1110,row-suui~wmm9~qpqu,2016,Kidney disease,Louisiana,1153
1111,row-snzc.g6re.95tc,2016,Kidney disease,Maine,239
1112,row-6tj8.k8xx.9thv,2016,Kidney disease,Maryland,823
1113,row-qbnt_hger-jyaf,2016,Kidney disease,Massachusetts,1139
1114,row-5tz8_3jpw-bqa7,2016,Kidney disease,Michigan,1791
1115,row-y4hb-4687.cx95,2016,Kidney disease,Minnesota,588
1116,row-y9qk-ei6x_xizg,2016,Kidney disease,Mississippi,763
1117,row-zc23~crjr.rbec,2016,Kidney disease,Missouri,1483
1118,row-cin7~imsp~swsk,2016,Kidney disease,Montana,155
1119,row-c883.pdp4.mi4p,2016,Kidney disease,Nebraska,220
1120,row-tpg3.2zev_g3df,2016,Kidney disease,Nevada,274
1121,row-jjyi.9yg8~d67n,2016,Kidney disease,New Hampshire,161
1122,row-idu2.9e9a~prxw,2016,Kidney disease,New Jersey,1535
1123,row-wdaw~3k78~hcgg,2016,Kidney disease,New Mexico,293
1124,row-tgcd_4h2t_f8ai,2016,Kidney disease,New York,2385
1125,row-23g5~8f4c.2nsd,2016,Kidney disease,North Carolina,2002
1126,row-9wfm~mpeg-9ejs,2016,Kidney disease,North Dakota,106
1127,row-sxyi.m59e_wy2w,2016,Kidney disease,Ohio,2262
1128,row-2gf6-wbdu~exxi,2016,Kidney disease,Oklahoma,577
1129,row-4qfk~gvyf~vz23,2016,Kidney disease,Oregon,398
1130,row-2gh6.zhhv_kcwr,2016,Kidney disease,Pennsylvania,2813
1131,row-ensx-75kc~8qsz,2016,Kidney disease,Rhode Island,141
1132,row-hhfh-gu43~trad,2016,Kidney disease,South Carolina,897
1133,row-qig4~txjc~ruk8,2016,Kidney disease,South Dakota,90
1134,row-2vjq.ywck.dgey,2016,Kidney disease,Tennessee,1150
1135,row-y4s6~f9xm.q4ea,2016,Kidney disease,Texas,4125
1136,row-nrwh.gtqx~irtn,2016,Kidney disease,United States,50046
1137,row-z8nz_u8jd.srms,2016,Kidney disease,Utah,370
1138,row-nwn9-fqhw_h3ca,2016,Kidney disease,Vermont,30
1139,row-6bst_tam8-pxsj,2016,Kidney disease,Virginia,1543
1140,row-ggvm.4kw4~j8qf,2016,Kidney disease,Washington,532
1141,row-bnq4_z58y~3gve,2016,Kidney disease,West Virginia,481
1142,row-99sz.cp46_92hn,2016,Kidney disease,Wisconsin,960
1143,row-z69t-79uw~mkig,2016,Kidney disease,Wyoming,66
1144,row-ske6~yhgx-9k2f,2015,Unintentional injuries,Alabama,2552
1145,row-7eth~ym4r.qasu,2015,Unintentional injuries,Alaska,388
1146,row-tckk~yw8n.kra7,2015,Unintentional injuries,Arizona,3539
1147,row-dcbm_zar4-n4qb,2015,Unintentional injuries,Arkansas,1538
1148,row-wdn5.shah_5p7c,2015,Unintentional injuries,California,12544
1149,row-z6nr~z992~2mae,2015,Unintentional injuries,Colorado,2725
1150,row-udzb~fygw_3cvt,2015,Unintentional injuries,Connecticut,1799
1151,row-yerv-uggv_httt,2015,Unintentional injuries,Delaware,449
1152,row-bcff.2pde-eakc,2015,Unintentional injuries,District of Columbia,265
1153,row-y37h.xhqa-rm3g,2015,Unintentional injuries,Florida,10578
1154,row-e5vg-hj3y_tmiy,2015,Unintentional injuries,Georgia,4344
1155,row-p3vd_4ri8.8fkh,2015,Unintentional injuries,Hawaii,536
1156,row-bfrq-2ncm-7xy4,2015,Unintentional injuries,Idaho,746
1157,row-s927_ejqu-dsg2,2015,Unintentional injuries,Illinois,4850
1158,row-mcm5~hu7w_6xpm,2015,Unintentional injuries,Indiana,3258
1159,row-4sff-fmsz~vksj,2015,Unintentional injuries,Iowa,1537
1160,row-x2by_zcd7.cw4b,2015,Unintentional injuries,Kansas,1475
1161,row-7waa-kgrt~sjq7,2015,Unintentional injuries,Kentucky,2962
1162,row-e2i5_fue8.2ega,2015,Unintentional injuries,Louisiana,2578
1163,row-ibpc~vg59_bndg,2015,Unintentional injuries,Maine,802
1164,row-cvu7_vagd-kz9n,2015,Unintentional injuries,Maryland,1903
1165,row-etf7_829r_jcjc,2015,Unintentional injuries,Massachusetts,3229
1166,row-zwt5_f5q6_64ux,2015,Unintentional injuries,Michigan,4647
1167,row-3e68-fatb-wr3i,2015,Unintentional injuries,Minnesota,2574
1168,row-pjnj.2a3e-5v6m,2015,Unintentional injuries,Mississippi,1814
1169,row-rxrq_jgfa.tvaj,2015,Unintentional injuries,Missouri,3309
1170,row-d6um.8jy7.czpm,2015,Unintentional injuries,Montana,637
1171,row-9t9h_n4dy.rm2y,2015,Unintentional injuries,Nebraska,799
1172,row-3xgu.vsjv~azaf,2015,Unintentional injuries,Nevada,1340
1173,row-apm6-5g9s-4u87,2015,Unintentional injuries,New Hampshire,815
1174,row-7mmd~pnkp_ayiu,2015,Unintentional injuries,New Jersey,3218
1175,row-4d2c.u6c6-cife,2015,Unintentional injuries,New Mexico,1430
1176,row-axwm-6pzk~q5bh,2015,Unintentional injuries,New York,6515
1177,row-dm45.49hf_r7jb,2015,Unintentional injuries,North Carolina,4991
1178,row-36qg_dqm7.wp25,2015,Unintentional injuries,North Dakota,368
1179,row-p5fk_xi5i-ceze,2015,Unintentional injuries,Ohio,6756
1180,row-bsve_tfar-wuzp,2015,Unintentional injuries,Oklahoma,2422
1181,row-kqpb-ijiu-nsue,2015,Unintentional injuries,Oregon,1999
1182,row-22fm_ic4m.gidy,2015,Unintentional injuries,Pennsylvania,7324
1183,row-rky4_dhq2-vu96,2015,Unintentional injuries,Rhode Island,649
1184,row-isyb-i8ea.r3h7,2015,Unintentional injuries,South Carolina,2737
1185,row-s65u~huyk.xn7z,2015,Unintentional injuries,South Dakota,469
1186,row-ing8~yqw6-8s52,2015,Unintentional injuries,Tennessee,3873
1187,row-vxf9-2wvn_5y8p,2015,Unintentional injuries,Texas,9976
1188,row-xndn~5uaf_4u6v,2015,Unintentional injuries,United States,146571
1189,row-cs9n_whg8.nyek,2015,Unintentional injuries,Utah,1223
1190,row-tkty-wdwk.wafk,2015,Unintentional injuries,Vermont,346
1191,row-bzrp.gzwm-i3wc,2015,Unintentional injuries,Virginia,3429
1192,row-iwvw~n238_t93n,2015,Unintentional injuries,Washington,3192
1193,row-hzzi.d3en.7hrv,2015,Unintentional injuries,West Virginia,1516
1194,row-nibb.e2di_fxji,2015,Unintentional injuries,Wisconsin,3206
1195,row-j3ir~dgjr~8hze,2015,Unintentional injuries,Wyoming,400
1196,row-q8ma~sqgj_ga4j,2015,All causes,Alabama,51909
1197,row-npbe.crhz~x54t,2015,All causes,Alaska,4316
1198,row-tfda-ijns_iijz,2015,All causes,Arizona,54299
1199,row-8new_k4t6~udn2,2015,All causes,Arkansas,31617
1200,row-zetv~4e6y-3zzh,2015,All causes,California,259206
1201,row-9yvr-sqq8~erqj,2015,All causes,Colorado,36349
1202,row-mkkz.b9mh-nj9f,2015,All causes,Connecticut,30535
1203,row-jrcx.vaw7.vwre,2015,All causes,Delaware,8582
1204,row-dwpx~9ze9~9qvp,2015,All causes,District of Columbia,4871
1205,row-t7ai_9ghw-npu4,2015,All causes,Florida,191737
1206,row-gm85.v5mp-dwxk,2015,All causes,Georgia,79942
1207,row-qznf-mc2x.kr25,2015,All causes,Hawaii,11053
1208,row-jc3d~ebe4-eras,2015,All causes,Idaho,13026
1209,row-vrhk_pcap_cmqi,2015,All causes,Illinois,106872
1210,row-3gbp~87u6_ksbx,2015,All causes,Indiana,62713
1211,row-gr27_pz9u-ney9,2015,All causes,Iowa,29600
1212,row-c75m.948p_ufhu,2015,All causes,Kansas,26664
1213,row-ca82.4gqq_drkz,2015,All causes,Kentucky,46564
1214,row-2gp2_3n7d.th5n,2015,All causes,Louisiana,43716
1215,row-i6ez_x2fs_26cv,2015,All causes,Maine,14479
1216,row-3eex-wtzg_y4t3,2015,All causes,Maryland,47247
1217,row-ajav~emwc~y6q4,2015,All causes,Massachusetts,57806
1218,row-jhwr.djmj.x96x,2015,All causes,Michigan,95140
1219,row-gjuu-sfss_h4qs,2015,All causes,Minnesota,42800
1220,row-ph48_trb6~9ggn,2015,All causes,Mississippi,31783
1221,row-r4sz~3qjn-wbeq,2015,All causes,Missouri,59871
1222,row-rr9t~hivz_2r9d,2015,All causes,Montana,9942
1223,row-9tuz-h5mj_f6km,2015,All causes,Nebraska,16740
1224,row-d5b2-fabx_ctcd,2015,All causes,Nevada,22879
1225,row-zxj2~k5dk_atve,2015,All causes,New Hampshire,11984
1226,row-vp2h-wru2~6uca,2015,All causes,New Jersey,72271
1227,row-v9m2.z7eu_mag5,2015,All causes,New Mexico,17685
1228,row-fhkm-edt5-88d2,2015,All causes,New York,153628
1229,row-5r5w~zw8u.jh8v,2015,All causes,North Carolina,89133
1230,row-nhhq~bu7v_87nw,2015,All causes,North Dakota,6223
1231,row-8tj6_ukqp~b9k3,2015,All causes,Ohio,118188
1232,row-8etx~ps52_pu2y,2015,All causes,Oklahoma,39422
1233,row-bhpx.97g7_r55h,2015,All causes,Oregon,35705
1234,row-6yu5~57tu-bbvy,2015,All causes,Pennsylvania,132598
1235,row-qnet~y7d3.bytf,2015,All causes,Rhode Island,10163
1236,row-vjrb~a6wv_g76u,2015,All causes,South Carolina,47198
1237,row-zm44~wini.xz2b,2015,All causes,South Dakota,7731
1238,row-36ng.w8km.9i9z,2015,All causes,Tennessee,66570
1239,row-x392_krj5.fmtv,2015,All causes,Texas,189654
1240,row-ssca_c3sq.95jg,2015,All causes,United States,2712630
1241,row-kgu6~9mpj-f86x,2015,All causes,Utah,17334
1242,row-wiky_7hh2-smcz,2015,All causes,Vermont,5919
1243,row-d8nz~njsp_suai,2015,All causes,Virginia,65577
1244,row-z37v-hq98.jzsg,2015,All causes,Washington,54595
1245,row-6ta3-gdqs-jfyz,2015,All causes,West Virginia,22752
1246,row-v9wu.fnxp.5cba,2015,All causes,Wisconsin,51264
1247,row-phbe_qar7.4agk,2015,All causes,Wyoming,4778
1248,row-sg4c_df8d-g8iy,2015,Alzheimer's disease,Alabama,2282
1249,row-yix5_v6nj.958k,2015,Alzheimer's disease,Alaska,68
1250,row-7i4f~burb~weef,2015,Alzheimer's disease,Arizona,2943
1251,row-wywh-ttfh~rnsh,2015,Alzheimer's disease,Arkansas,1457
1252,row-qxx6~j2kc.534s,2015,Alzheimer's disease,California,15065
1253,row-zkj4~dgp5_kz9k,2015,Alzheimer's disease,Colorado,1612
1254,row-tp6h-rsnp_xwrp,2015,Alzheimer's disease,Connecticut,966
1255,row-2hdw~raud_vvzi,2015,Alzheimer's disease,Delaware,264
1256,row-qeux~c4we.xq7i,2015,Alzheimer's disease,District of Columbia,129
1257,row-869z~gkbj-d3af,2015,Alzheimer's disease,Florida,7031
1258,row-gjqw.dy5f-g7wn,2015,Alzheimer's disease,Georgia,3714
1259,row-6gah.y387_8j36,2015,Alzheimer's disease,Hawaii,422
1260,row-t94x_sz52_hqqm,2015,Alzheimer's disease,Idaho,552
1261,row-dimi-3t9w~7yjq,2015,Alzheimer's disease,Illinois,3686
1262,row-3q99.gjdp-sm5z,2015,Alzheimer's disease,Indiana,2513
1263,row-d34s.z947~5qje,2015,Alzheimer's disease,Iowa,1339
1264,row-bevx_dgaq~52nc,2015,Alzheimer's disease,Kansas,865
1265,row-htey~erg2.4zkk,2015,Alzheimer's disease,Kentucky,1694
1266,row-9e87-r3sb.kvrc,2015,Alzheimer's disease,Louisiana,2018
1267,row-c88h-5ybc_2jyr,2015,Alzheimer's disease,Maine,544
1268,row-nfuu_yqzd~uynb,2015,Alzheimer's disease,Maryland,1095
1269,row-txyr.hgh9-a57d,2015,Alzheimer's disease,Massachusetts,1815
1270,row-7wct~4hgd-43e8,2015,Alzheimer's disease,Michigan,3771
1271,row-mtqh.qpjw_4mtd,2015,Alzheimer's disease,Minnesota,1789
1272,row-m6rd-mu34_sx34,2015,Alzheimer's disease,Mississippi,1402
1273,row-s6h9.meef.4u8t,2015,Alzheimer's disease,Missouri,2173
1274,row-bqn4-vfi6-8y7d,2015,Alzheimer's disease,Montana,277
1275,row-vjss-fkhe_sv8g,2015,Alzheimer's disease,Nebraska,598
1276,row-dvku~fxgd.3ri3,2015,Alzheimer's disease,Nevada,874
1277,row-k46h~nyqr_fmfj,2015,Alzheimer's disease,New Hampshire,432
1278,row-fhw8~jimm.3n7w,2015,Alzheimer's disease,New Jersey,2260
1279,row-m2fc-u6un.3gcw,2015,Alzheimer's disease,New Mexico,483
1280,row-vvvu~uy9u_j6h7,2015,Alzheimer's disease,New York,3174
1281,row-xw36_4rg9_jap2,2015,Alzheimer's disease,North Carolina,3803
1282,row-77wn_84vd-8pz9,2015,Alzheimer's disease,North Dakota,376
1283,row-n7gu~qt98_q76h,2015,Alzheimer's disease,Ohio,4643
1284,row-8tnj~bk4u_wj9m,2015,Alzheimer's disease,Oklahoma,1498
1285,row-9rqz~6y4f~cn7d,2015,Alzheimer's disease,Oregon,1652
1286,row-x4ef~fjcv~9wpp,2015,Alzheimer's disease,Pennsylvania,4012
1287,row-c483~u3a2~85ns,2015,Alzheimer's disease,Rhode Island,453
1288,row-244z-kpx4_zmrc,2015,Alzheimer's disease,South Carolina,2453
1289,row-h72s~ncqg_tpvz,2015,Alzheimer's disease,South Dakota,421
1290,row-rgnh-i2gm~36zc,2015,Alzheimer's disease,Tennessee,3122
1291,row-cres~354c~ey36,2015,Alzheimer's disease,Texas,8903
1292,row-63va_vkpq-25x6,2015,Alzheimer's disease,United States,110561
1293,row-b4uq-rdcr_bc83,2015,Alzheimer's disease,Utah,906
1294,row-uw5b-4m6d~yn8u,2015,Alzheimer's disease,Vermont,298
1295,row-hwpw_cb5y.ds4u,2015,Alzheimer's disease,Virginia,2248
1296,row-kgbm-kxfa.grq5,2015,Alzheimer's disease,Washington,3490
1297,row-7rtu.3b7g.funp,2015,Alzheimer's disease,West Virginia,738
1298,row-3hy4~ueyi~6smj,2015,Alzheimer's disease,Wisconsin,2087
1299,row-usbd.ag8b-ewus,2015,Alzheimer's disease,Wyoming,151
1300,row-28x8~dabw_t7ve,2015,Stroke,Alabama,2937
1301,row-u49a-si97.med3,2015,Stroke,Alaska,182
1302,row-36hv~4ugh~mkay,2015,Stroke,Arizona,2522
1303,row-5dp8_gfum_mt2v,2015,Stroke,Arkansas,1653
1304,row-irpn_fv95.248m,2015,Stroke,California,15065
1305,row-kg5p.mbx9~cdc6,2015,Stroke,Colorado,1856
1306,row-mrif_vm7c~ere4,2015,Stroke,Connecticut,1388
1307,row-pdiu.khcp~ppqb,2015,Stroke,Delaware,466
1308,row-ftgc_ejf6.ungt,2015,Stroke,District of Columbia,242
1309,row-k3dc_ty4b_kiy7,2015,Stroke,Florida,11433
1310,row-wykj.yb9h-jju9,2015,Stroke,Georgia,4335
1311,row-jx8e-4nuu~8udk,2015,Stroke,Hawaii,735
1312,row-wgze.62xh-hy44,2015,Stroke,Idaho,641
1313,row-vv8j-ints~3ygs,2015,Stroke,Illinois,5709
1314,row-icnb~ntgv_z9ks,2015,Stroke,Indiana,2959
1315,row-7v36-ttti_v646,2015,Stroke,Iowa,1418
1316,row-3w4y_t7zg_j5yb,2015,Stroke,Kansas,1364
1317,row-ae2c_j4g5.j64c,2015,Stroke,Kentucky,2050
1318,row-w9kc.kg54.3jph,2015,Stroke,Louisiana,2280
1319,row-s36r.x6pw~34au,2015,Stroke,Maine,616
1320,row-2yjt-qktu-vpex,2015,Stroke,Maryland,2540
1321,row-zyww_6s5b-citu,2015,Stroke,Massachusetts,2475
1322,row-pn33_24pq~77pe,2015,Stroke,Michigan,4666
1323,row-dk8x.iefc.7vaj,2015,Stroke,Minnesota,2238
1324,row-r7id-gt4t~dd2b,2015,Stroke,Mississippi,1734
1325,row-ap2u.hwsr~swuz,2015,Stroke,Missouri,3037
1326,row-jb65_xbty_n3dv,2015,Stroke,Montana,458
1327,row-k5qz.5td3_fe59,2015,Stroke,Nebraska,776
1328,row-r8xt~9nsc.525k,2015,Stroke,Nevada,1078
1329,row-vzms.7w7w.kxdc,2015,Stroke,New Hampshire,457
1330,row-mks6_vehk-mjyc,2015,Stroke,New Jersey,3413
1331,row-64fd-pyyd~qi9d,2015,Stroke,New Mexico,786
1332,row-s2q6-wdd4.ukwb,2015,Stroke,New York,6292
1333,row-eed6~6zrs.bs5b,2015,Stroke,North Carolina,5033
1334,row-fmm2~ngpv.cft4,2015,Stroke,North Dakota,308
1335,row-j74y.hawm_fcg3,2015,Stroke,Ohio,5945
1336,row-4g29-fzgq~bjr7,2015,Stroke,Oklahoma,1881
1337,row-xf5n~fri3-vwc7,2015,Stroke,Oregon,1873
1338,row-h4uw-gdck_hgmy,2015,Stroke,Pennsylvania,6987
1339,row-qzvh-zbre.3qdy,2015,Stroke,Rhode Island,394
1340,row-sa2v.44xa.9sbs,2015,Stroke,South Carolina,2600
1341,row-e8af-ychr~5ncj,2015,Stroke,South Dakota,383
1342,row-se24-byg4_p6kd,2015,Stroke,Tennessee,3447
1343,row-eyxf~dypt~2xyx,2015,Stroke,Texas,10485
1344,row-xqk7_v3fm-enu6,2015,Stroke,United States,140323
1345,row-kp9b_4ppb.pfzj,2015,Stroke,Utah,888
1346,row-qp2x-qhfa-p7c5,2015,Stroke,Vermont,307
1347,row-tq8c_nd3g.a9it,2015,Stroke,Virginia,3393
1348,row-kqne-8isa_zmc5,2015,Stroke,Washington,2703
1349,row-84a3-7ux5_pt6f,2015,Stroke,West Virginia,1079
1350,row-xhxp~34wh~88ht,2015,Stroke,Wisconsin,2618
1351,row-njy4.dddc_zai8,2015,Stroke,Wyoming,198
1352,row-zqvp~5vst-a5t3,2015,CLRD,Alabama,3279
1353,row-t92v-3q35_2jhh,2015,CLRD,Alaska,204
1354,row-d2m3-6zjk-sjza,2015,CLRD,Arizona,3681
1355,row-dkri.fdit-977u,2015,CLRD,Arkansas,2270
1356,row-8595-nk8n-p54w,2015,CLRD,California,13621
1357,row-a7m5~gs6t_cbvt,2015,CLRD,Colorado,2577
1358,row-uj7c_jhkk.9rz8,2015,CLRD,Connecticut,1369
1359,row-u5y5.vkvu_wpev,2015,CLRD,Delaware,510
1360,row-y8rb.9bzc-ij9k,2015,CLRD,District of Columbia,147
1361,row-69c5-i8jc.b3yv,2015,CLRD,Florida,11705
1362,row-xerr_imyp_96c3,2015,CLRD,Georgia,4607
1363,row-m5s2_wuai_gaph,2015,CLRD,Hawaii,332
1364,row-wjg8-s8u9.cav8,2015,CLRD,Idaho,843
1365,row-yd5v.2fiz-v6z5,2015,CLRD,Illinois,5544
1366,row-8uqv~9tsm_cpmb,2015,CLRD,Indiana,4212
1367,row-6k2v.93mp-9z5q,2015,CLRD,Iowa,2011
1368,row-pi6q-pczx~j8sm,2015,CLRD,Kansas,1704
1369,row-b8ez.s6yj~7zbw,2015,CLRD,Kentucky,3331
1370,row-cgud.y6mq.5isy,2015,CLRD,Louisiana,2178
1371,row-g2mk_6rrz.kzzb,2015,CLRD,Maine,1025
1372,row-rn9i-6dxk_8juz,2015,CLRD,Maryland,2040
1373,row-sxg3-nsz8_7zq5,2015,CLRD,Massachusetts,2784
1374,row-nekz.ztfi~6j6d,2015,CLRD,Michigan,5848
1375,row-ic8x~pen6~v68y,2015,CLRD,Minnesota,2351
1376,row-djcv_wdjq_wyhx,2015,CLRD,Mississippi,1924
1377,row-42v9-fyvc_y74u,2015,CLRD,Missouri,3935
1378,row-wms7~45c2-bjsp,2015,CLRD,Montana,679
1379,row-pjri~ywxd_qkbd,2015,CLRD,Nebraska,1174
1380,row-g4nw-7yhb_vw3w,2015,CLRD,Nevada,1617
1381,row-8enc.8g56.kgcd,2015,CLRD,New Hampshire,705
1382,row-xgqy~u3sg-qfaj,2015,CLRD,New Jersey,3202
1383,row-53bk~vesx~wb86,2015,CLRD,New Mexico,1109
1384,row-fteg-qd68-ihyi,2015,CLRD,New York,7109
1385,row-mzu5~53tf-dsfs,2015,CLRD,North Carolina,5221
1386,row-pz6r_dju3_h59n,2015,CLRD,North Dakota,351
1387,row-qbgf.vpyr~6hbr,2015,CLRD,Ohio,7211
1388,row-8kyx.y5s9_tbfm,2015,CLRD,Oklahoma,2924
1389,row-g5e5~8q8p.akna,2015,CLRD,Oregon,2119
1390,row-pyp2_syx8.99je,2015,CLRD,Pennsylvania,6664
1391,row-f6xj_852s~f8pw,2015,CLRD,Rhode Island,510
1392,row-9ri2~k82p.9by5,2015,CLRD,South Carolina,2908
1393,row-fqav_7msj_puew,2015,CLRD,South Dakota,502
1394,row-zca5.2z2m~ga7s,2015,CLRD,Tennessee,4239
1395,row-ugpg.dtx6.7ebc,2015,CLRD,Texas,10231
1396,row-xpyv~9cn2_upbb,2015,CLRD,United States,155041
1397,row-xqaa_wair.6upw,2015,CLRD,Utah,811
1398,row-pkig-vxgh.63u2,2015,CLRD,Vermont,357
1399,row-e5zr~y3p9-5kmq,2015,CLRD,Virginia,3370
1400,row-p94m~wnbq.m5d5,2015,CLRD,Washington,3154
1401,row-3zgi-s6ej.qwpe,2015,CLRD,West Virginia,1628
1402,row-exj9~ri3e.yqc9,2015,CLRD,Wisconsin,2846
1403,row-tw3j.bgva.bwvj,2015,CLRD,Wyoming,368
1404,row-wgcg_9vv8~ahqc,2015,Diabetes,Alabama,1255
1405,row-qffz_tiia~cg4s,2015,Diabetes,Alaska,142
1406,row-4324-yvmx.veyg,2015,Diabetes,Arizona,2081
1407,row-8ptj~y4rn_9sw6,2015,Diabetes,Arkansas,886
1408,row-5p27_hahh~5b4e,2015,Diabetes,California,8845
1409,row-2iax-knrf~pjjw,2015,Diabetes,Colorado,887
1410,row-im48_zka7_jafe,2015,Diabetes,Connecticut,653
